OrderID,CustomerName,Email,OrderDate,Geometric Hoops,Minimalist Studs,Boho Dangles,Pearl Drops,Silver Threaders,TotalOrderValue
0890,Customer 56,customer56@example.com,2021-03-08,2,3,3,0,2,102
0812,Customer 5,customer5@example.com,2021-03-08,0,2,2,2,3,103
0461,Customer 154,customer154@example.com,2021-03-09,3,2,0,2,2,98
0851,Customer 198,customer198@example.com,2021-03-12,1,1,0,3,0,63
0341,Customer 13,customer13@example.com,2021-03-13,0,2,1,1,0,43
0913,Customer 63,customer63@example.com,2021-03-14,2,2,2,2,3,123
0192,Customer 6,customer6@example.com,2021-03-14,0,1,1,3,0,65
0451,Customer 219,customer219@example.com,2021-03-14,2,3,2,2,3,131
0223,Customer 35,customer35@example.com,2021-03-16,0,0,3,1,3,84
0195,Customer 285,customer285@example.com,2021-03-17,2,1,1,0,3,73
0837,Customer 271,customer271@example.com,2021-03-20,2,0,0,2,3,83
0823,Customer 108,customer108@example.com,2021-03-21,2,0,3,1,0,71
0642,Customer 162,customer162@example.com,2021-03-21,0,0,1,2,0,42
0009,Customer 282,customer282@example.com,2021-03-21,1,3,2,3,1,114
0220,Customer 191,customer191@example.com,2021-03-22,3,3,2,0,1,89
0293,Customer 272,customer272@example.com,2021-03-22,0,1,2,1,1,58
0416,Customer 273,customer273@example.com,2021-03-24,1,1,0,0,2,40
0578,Customer 131,customer131@example.com,2021-03-25,0,3,0,3,2,91
0134,Customer 60,customer60@example.com,2021-03-25,1,2,2,1,0,65
0805,Customer 208,customer208@example.com,2021-03-28,0,1,1,0,0,20
0263,Customer 292,customer292@example.com,2021-03-28,3,1,0,3,0,83
0757,Customer 283,customer283@example.com,2021-03-29,3,3,1,1,0,81
0442,Customer 23,customer23@example.com,2021-03-30,1,0,1,2,2,74
0647,Customer 278,customer278@example.com,2021-03-30,3,2,3,3,0,127
0344,Customer 113,customer113@example.com,2021-03-31,1,3,3,2,2,122
0179,Customer 210,customer210@example.com,2021-04-05,1,0,3,2,2,98
0522,Customer 176,customer176@example.com,2021-04-05,0,0,2,1,0,39
0498,Customer 56,customer56@example.com,2021-04-06,3,3,0,0,2,76
0136,Customer 103,customer103@example.com,2021-04-07,1,0,2,0,1,45
0861,Customer 151,customer151@example.com,2021-04-07,1,1,2,0,2,64
0900,Customer 221,customer221@example.com,2021-04-07,1,0,3,2,2,98
0225,Customer 237,customer237@example.com,2021-04-08,2,1,1,2,2,92
0822,Customer 76,customer76@example.com,2021-04-10,2,2,0,0,3,69
0980,Customer 249,customer249@example.com,2021-04-10,3,2,2,0,3,103
0773,Customer 289,customer289@example.com,2021-04-12,3,3,3,2,3,153
0792,Customer 186,customer186@example.com,2021-04-15,1,0,3,1,3,94
0264,Customer 247,customer247@example.com,2021-04-15,3,0,3,1,3,114
0552,Customer 223,customer223@example.com,2021-04-15,3,2,0,3,1,102
0178,Customer 72,customer72@example.com,2021-04-17,0,2,3,2,2,104
0809,Customer 18,customer18@example.com,2021-04-18,1,3,1,3,1,102
0190,Customer 34,customer34@example.com,2021-04-18,3,1,2,2,0,92
0540,Customer 152,customer152@example.com,2021-04-18,0,0,2,0,2,46
0996,Customer 78,customer78@example.com,2021-04-20,0,0,0,2,3,63
0241,Customer 209,customer209@example.com,2021-04-23,2,1,0,1,1,54
0471,Customer 3,customer3@example.com,2021-04-23,1,1,0,0,1,29
0004,Customer 173,customer173@example.com,2021-04-23,0,2,2,2,2,92
0021,Customer 103,customer103@example.com,2021-04-30,0,0,3,3,0,81
0348,Customer 189,customer189@example.com,2021-04-30,3,2,1,2,1,99
0999,Customer 213,customer213@example.com,2021-04-30,1,1,2,1,3,90
0588,Customer 49,customer49@example.com,2021-05-05,2,0,1,0,2,54
0305,Customer 105,customer105@example.com,2021-05-06,0,2,1,0,2,50
0201,Customer 284,customer284@example.com,2021-05-07,0,3,3,3,1,116
0258,Customer 79,customer79@example.com,2021-05-07,0,2,2,2,2,92
0106,Customer 146,customer146@example.com,2021-05-08,0,2,3,3,2,119
0480,Customer 180,customer180@example.com,2021-05-09,2,2,0,0,2,58
0410,Customer 26,customer26@example.com,2021-05-09,1,0,0,0,3,43
0873,Customer 9,customer9@example.com,2021-05-10,2,3,3,2,1,121
0690,Customer 169,customer169@example.com,2021-05-10,1,0,3,0,1,57
0670,Customer 181,customer181@example.com,2021-05-11,3,2,0,3,2,113
0444,Customer 27,customer27@example.com,2021-05-12,1,2,1,1,0,53
0360,Customer 296,customer296@example.com,2021-05-16,3,1,2,3,2,129
0315,Customer 157,customer157@example.com,2021-05-16,0,0,3,2,3,99
0875,Customer 244,customer244@example.com,2021-05-16,1,1,1,2,2,82
0143,Customer 223,customer223@example.com,2021-05-17,3,2,3,3,0,127
0045,Customer 58,customer58@example.com,2021-05-18,3,0,1,0,1,53
0488,Customer 158,customer158@example.com,2021-05-20,0,0,3,1,3,84
0864,Customer 189,customer189@example.com,2021-05-20,2,1,2,0,2,74
0397,Customer 278,customer278@example.com,2021-05-20,3,0,2,2,3,117
0720,Customer 112,customer112@example.com,2021-05-20,0,2,3,1,2,89
0702,Customer 132,customer132@example.com,2021-05-20,2,3,2,2,1,109
0795,Customer 161,customer161@example.com,2021-05-21,2,0,0,1,3,68
0778,Customer 229,customer229@example.com,2021-05-22,3,0,2,1,1,80
0881,Customer 103,customer103@example.com,2021-05-22,0,0,0,3,3,78
0042,Customer 92,customer92@example.com,2021-05-23,2,1,0,3,3,106
0154,Customer 220,customer220@example.com,2021-05-23,3,0,2,3,2,121
0418,Customer 23,customer23@example.com,2021-05-25,0,1,3,2,3,107
0103,Customer 261,customer261@example.com,2021-05-25,2,2,1,3,0,93
0373,Customer 20,customer20@example.com,2021-05-25,3,3,3,0,3,123
0938,Customer 132,customer132@example.com,2021-05-26,1,1,0,3,3,96
0474,Customer 82,customer82@example.com,2021-05-28,2,1,3,1,2,101
0252,Customer 273,customer273@example.com,2021-05-28,1,0,2,1,2,71
0546,Customer 45,customer45@example.com,2021-05-29,3,0,0,0,3,63
0151,Customer 153,customer153@example.com,2021-05-29,1,2,3,0,3,95
0804,Customer 251,customer251@example.com,2021-05-30,2,3,3,1,0,95
0209,Customer 54,customer54@example.com,2021-05-31,1,1,1,2,1,71
0526,Customer 120,customer120@example.com,2021-06-03,2,2,2,2,0,90
0931,Customer 174,customer174@example.com,2021-06-04,3,2,0,3,0,91
0579,Customer 49,customer49@example.com,2021-06-06,2,3,2,0,0,68
0211,Customer 222,customer222@example.com,2021-06-06,2,1,1,0,2,62
0615,Customer 218,customer218@example.com,2021-06-07,0,3,3,2,3,123
0843,Customer 248,customer248@example.com,2021-06-07,1,0,0,0,2,32
0336,Customer 70,customer70@example.com,2021-06-08,3,1,1,3,0,95
0613,Customer 49,customer49@example.com,2021-06-11,1,1,2,1,0,57
0807,Customer 280,customer280@example.com,2021-06-11,1,2,2,0,3,83
0075,Customer 45,customer45@example.com,2021-06-12,2,3,1,2,3,119
0096,Customer 154,customer154@example.com,2021-06-13,0,2,0,1,0,31
0222,Customer 196,customer196@example.com,2021-06-15,2,1,3,2,3,127
0349,Customer 79,customer79@example.com,2021-06-16,0,2,0,3,2,83
0191,Customer 36,customer36@example.com,2021-06-17,1,1,2,1,2,79
0621,Customer 236,customer236@example.com,2021-06-17,1,3,0,0,3,67
0166,Customer 15,customer15@example.com,2021-06-19,1,2,2,1,1,76
0417,Customer 187,customer187@example.com,2021-06-19,2,1,0,1,2,65
0403,Customer 179,customer179@example.com,2021-06-19,2,0,2,0,2,66
0386,Customer 42,customer42@example.com,2021-06-20,1,3,3,1,1,96
0742,Customer 242,customer242@example.com,2021-06-22,0,3,2,1,0,63
0419,Customer 181,customer181@example.com,2021-06-23,3,1,0,3,2,105
0485,Customer 71,customer71@example.com,2021-06-24,1,1,3,1,3,102
0901,Customer 83,customer83@example.com,2021-06-24,1,0,2,2,3,97
0592,Customer 144,customer144@example.com,2021-06-25,0,2,1,1,3,76
0535,Customer 94,customer94@example.com,2021-06-25,0,2,0,3,0,61
0216,Customer 214,customer214@example.com,2021-06-26,1,2,3,3,0,107
0831,Customer 204,customer204@example.com,2021-06-29,2,2,3,1,1,98
0107,Customer 111,customer111@example.com,2021-06-30,2,3,0,3,2,111
0449,Customer 55,customer55@example.com,2021-06-30,1,3,0,2,0,64
0362,Customer 193,customer193@example.com,2021-07-02,2,3,3,3,3,158
0262,Customer 50,customer50@example.com,2021-07-03,0,3,3,2,3,123
0629,Customer 279,customer279@example.com,2021-07-04,2,1,1,3,2,107
0783,Customer 110,customer110@example.com,2021-07-04,0,0,0,0,2,22
0603,Customer 161,customer161@example.com,2021-07-05,1,1,2,1,0,57
0031,Customer 287,customer287@example.com,2021-07-05,1,0,1,0,0,22
0695,Customer 257,customer257@example.com,2021-07-07,3,3,0,2,1,95
0379,Customer 185,customer185@example.com,2021-07-07,3,2,1,3,2,125
0940,Customer 199,customer199@example.com,2021-07-08,0,2,0,3,0,61
0586,Customer 189,customer189@example.com,2021-07-09,0,2,3,1,0,67
0149,Customer 209,customer209@example.com,2021-07-09,1,2,3,3,3,140
0714,Customer 250,customer250@example.com,2021-07-09,0,2,3,2,1,93
0968,Customer 151,customer151@example.com,2021-07-09,1,1,1,3,2,97
0530,Customer 229,customer229@example.com,2021-07-10,0,3,3,1,0,75
0634,Customer 187,customer187@example.com,2021-07-11,0,3,0,2,2,76
0926,Customer 1,customer1@example.com,2021-07-13,1,0,2,1,1,60
0269,Customer 189,customer189@example.com,2021-07-13,0,0,0,1,0,15
0472,Customer 32,customer32@example.com,2021-07-14,0,2,1,2,0,58
0915,Customer 226,customer226@example.com,2021-07-15,3,0,0,0,1,41
0261,Customer 271,customer271@example.com,2021-07-18,3,1,3,1,3,122
0395,Customer 207,customer207@example.com,2021-07-18,3,3,2,2,0,108
0518,Customer 203,customer203@example.com,2021-07-23,3,1,0,3,1,94
0056,Customer 19,customer19@example.com,2021-07-27,2,1,1,1,2,77
0055,Customer 152,customer152@example.com,2021-07-28,0,2,2,0,3,73
0555,Customer 107,customer107@example.com,2021-07-29,0,0,1,0,0,12
0404,Customer 219,customer219@example.com,2021-07-30,1,2,3,2,0,92
0534,Customer 117,customer117@example.com,2021-08-01,2,1,0,2,3,91
0548,Customer 17,customer17@example.com,2021-08-02,0,2,1,3,1,84
0308,Customer 197,customer197@example.com,2021-08-03,2,1,1,2,0,70
0135,Customer 279,customer279@example.com,2021-08-08,2,3,3,2,3,143
0821,Customer 255,customer255@example.com,2021-08-11,1,2,0,1,2,63
0839,Customer 169,customer169@example.com,2021-08-14,1,0,1,0,3,55
0108,Customer 258,customer258@example.com,2021-08-16,3,3,0,2,1,95
0452,Customer 185,customer185@example.com,2021-08-17,1,1,2,3,2,109
0300,Customer 85,customer85@example.com,2021-08-18,1,0,2,1,2,71
0832,Customer 16,customer16@example.com,2021-08-18,0,2,0,1,3,64
0582,Customer 200,customer200@example.com,2021-08-19,3,3,1,2,3,129
0894,Customer 256,customer256@example.com,2021-08-21,0,1,0,0,2,30
0159,Customer 99,customer99@example.com,2021-08-22,3,2,1,2,2,110
0649,Customer 12,customer12@example.com,2021-08-23,1,1,2,0,1,53
0468,Customer 169,customer169@example.com,2021-08-24,2,1,3,3,1,120
0290,Customer 245,customer245@example.com,2021-08-25,0,2,0,2,1,57
0374,Customer 65,customer65@example.com,2021-08-25,3,3,2,1,3,126
0977,Customer 19,customer19@example.com,2021-08-27,2,3,0,3,0,89
0818,Customer 104,customer104@example.com,2021-08-27,1,0,2,2,2,86
0359,Customer 263,customer263@example.com,2021-08-27,0,1,0,2,1,49
0678,Customer 267,customer267@example.com,2021-08-28,2,1,3,3,2,131
0008,Customer 85,customer85@example.com,2021-08-31,2,3,2,1,3,116
0732,Customer 135,customer135@example.com,2021-09-02,2,0,1,2,2,84
0294,Customer 122,customer122@example.com,2021-09-02,0,1,1,3,2,87
0946,Customer 168,customer168@example.com,2021-09-03,2,1,2,0,1,63
0057,Customer 146,customer146@example.com,2021-09-03,2,2,3,1,0,87
0830,Customer 88,customer88@example.com,2021-09-04,2,0,1,0,0,32
0365,Customer 285,customer285@example.com,2021-09-05,3,2,3,2,2,134
0672,Customer 9,customer9@example.com,2021-09-06,1,2,2,1,0,65
0296,Customer 113,customer113@example.com,2021-09-06,0,1,0,1,3,56
0584,Customer 263,customer263@example.com,2021-09-07,0,1,1,3,2,87
0741,Customer 51,customer51@example.com,2021-09-08,0,3,3,2,1,101
0127,Customer 268,customer268@example.com,2021-09-09,0,0,0,2,0,30
0869,Customer 300,customer300@example.com,2021-09-09,2,0,0,2,3,83
0982,Customer 68,customer68@example.com,2021-09-09,2,2,3,0,3,105
0454,Customer 130,customer130@example.com,2021-09-10,0,2,2,2,1,81
0177,Customer 179,customer179@example.com,2021-09-11,0,0,0,0,3,33
0510,Customer 292,customer292@example.com,2021-09-17,3,0,0,3,2,97
0407,Customer 61,customer61@example.com,2021-09-19,3,2,2,3,3,148
0346,Customer 171,customer171@example.com,2021-09-20,1,3,1,2,0,76
0501,Customer 32,customer32@example.com,2021-09-23,2,1,1,2,1,81
0025,Customer 135,customer135@example.com,2021-09-23,1,3,2,1,3,106
0666,Customer 143,customer143@example.com,2021-09-23,1,3,2,2,0,88
0867,Customer 104,customer104@example.com,2021-09-25,3,2,0,0,3,79
0393,Customer 273,customer273@example.com,2021-09-28,1,0,0,0,2,32
0273,Customer 269,customer269@example.com,2021-09-28,2,0,0,1,1,46
0994,Customer 92,customer92@example.com,2021-09-30,3,1,2,2,0,92
0032,Customer 21,customer21@example.com,2021-09-30,0,1,1,1,2,57
0717,Customer 228,customer228@example.com,2021-09-30,1,2,2,1,0,65
0206,Customer 90,customer90@example.com,2021-10-01,3,3,2,1,0,93
0079,Customer 70,customer70@example.com,2021-10-02,0,1,2,2,2,84
0088,Customer 244,customer244@example.com,2021-10-02,1,3,1,0,0,46
0232,Customer 172,customer172@example.com,2021-10-03,2,2,2,3,3,138
0539,Customer 183,customer183@example.com,2021-10-04,0,2,3,3,0,97
0633,Customer 276,customer276@example.com,2021-10-07,2,3,3,2,3,143
0951,Customer 216,customer216@example.com,2021-10-08,0,1,3,1,0,59
0790,Customer 139,customer139@example.com,2021-10-10,1,1,1,2,3,93
0531,Customer 130,customer130@example.com,2021-10-10,0,1,3,1,3,92
0243,Customer 48,customer48@example.com,2021-10-11,3,3,0,0,2,76
0676,Customer 154,customer154@example.com,2021-10-12,1,1,0,3,0,63
0650,Customer 180,customer180@example.com,2021-10-14,0,1,0,3,1,64
0953,Customer 80,customer80@example.com,2021-10-15,0,2,2,3,2,107
0692,Customer 122,customer122@example.com,2021-10-16,1,3,3,1,1,96
0331,Customer 284,customer284@example.com,2021-10-17,3,1,2,3,2,129
0157,Customer 195,customer195@example.com,2021-10-18,3,0,3,3,2,133
0638,Customer 296,customer296@example.com,2021-10-19,1,0,3,3,0,91
0581,Customer 154,customer154@example.com,2021-10-19,2,1,2,1,2,89
0133,Customer 246,customer246@example.com,2021-10-19,3,2,0,1,2,83
0257,Customer 206,customer206@example.com,2021-10-21,0,3,1,0,1,47
0754,Customer 220,customer220@example.com,2021-10-21,3,0,2,0,2,76
0934,Customer 90,customer90@example.com,2021-10-22,0,0,0,0,2,22
0400,Customer 291,customer291@example.com,2021-10-23,3,1,2,3,0,107
0390,Customer 112,customer112@example.com,2021-10-26,0,2,0,0,1,27
0182,Customer 83,customer83@example.com,2021-10-28,2,3,3,1,0,95
0970,Customer 16,customer16@example.com,2021-10-29,2,0,2,3,2,111
0295,Customer 128,customer128@example.com,2021-11-01,2,3,3,3,2,147
0470,Customer 71,customer71@example.com,2021-11-01,3,3,0,3,0,99
0624,Customer 66,customer66@example.com,2021-11-03,0,2,2,1,1,66
0736,Customer 189,customer189@example.com,2021-11-03,3,2,1,3,0,103
0550,Customer 14,customer14@example.com,2021-11-05,2,3,1,2,2,108
0975,Customer 206,customer206@example.com,2021-11-05,1,0,1,1,0,37
0445,Customer 282,customer282@example.com,2021-11-06,0,3,2,2,2,100
0314,Customer 162,customer162@example.com,2021-11-06,1,3,1,2,3,109
0381,Customer 62,customer62@example.com,2021-11-06,1,3,3,0,0,70
0899,Customer 261,customer261@example.com,2021-11-07,3,1,2,0,0,62
0636,Customer 183,customer183@example.com,2021-11-08,1,1,3,0,2,76
0368,Customer 298,customer298@example.com,2021-11-08,2,0,2,2,2,96
0121,Customer 117,customer117@example.com,2021-11-08,3,0,0,2,1,71
0097,Customer 209,customer209@example.com,2021-11-09,2,1,0,2,0,58
0719,Customer 212,customer212@example.com,2021-11-10,2,0,0,3,2,87
0254,Customer 116,customer116@example.com,2021-11-11,0,3,0,2,0,54
0502,Customer 15,customer15@example.com,2021-11-12,2,1,3,0,0,64
0244,Customer 224,customer224@example.com,2021-11-12,2,2,2,2,3,123
0607,Customer 63,customer63@example.com,2021-11-12,0,0,2,0,0,24
0564,Customer 26,customer26@example.com,2021-11-13,0,0,0,0,2,22
0036,Customer 77,customer77@example.com,2021-11-14,0,2,2,0,2,62
0769,Customer 232,customer232@example.com,2021-11-17,1,3,2,1,1,84
0991,Customer 128,customer128@example.com,2021-11-17,1,3,3,2,3,133
0245,Customer 3,customer3@example.com,2021-11-18,3,0,3,2,0,96
0173,Customer 30,customer30@example.com,2021-11-18,0,3,1,3,2,103
0156,Customer 70,customer70@example.com,2021-11-18,1,3,1,1,3,94
0320,Customer 1,customer1@example.com,2021-11-19,1,2,2,1,1,76
0793,Customer 218,customer218@example.com,2021-11-20,3,3,3,0,0,90
0459,Customer 119,customer119@example.com,2021-11-22,1,2,2,1,3,98
0748,Customer 248,customer248@example.com,2021-11-22,0,1,2,2,3,95
0200,Customer 115,customer115@example.com,2021-11-23,0,3,2,3,2,115
0022,Customer 88,customer88@example.com,2021-11-24,2,1,1,3,1,96
0003,Customer 28,customer28@example.com,2021-11-27,3,1,0,3,0,83
0496,Customer 170,customer170@example.com,2021-11-27,3,3,0,0,1,65
0541,Customer 74,customer74@example.com,2021-11-27,1,2,3,1,3,110
0768,Customer 180,customer180@example.com,2021-11-27,0,0,1,1,2,49
0575,Customer 76,customer76@example.com,2021-11-28,1,3,3,2,1,111
0794,Customer 164,customer164@example.com,2021-11-30,1,1,0,2,0,48
0606,Customer 212,customer212@example.com,2021-12-02,1,1,1,0,2,52
0301,Customer 81,customer81@example.com,2021-12-03,0,0,0,1,1,26
0046,Customer 297,customer297@example.com,2021-12-03,2,2,1,2,1,89
0669,Customer 23,customer23@example.com,2021-12-04,0,3,2,0,2,70
0424,Customer 16,customer16@example.com,2021-12-05,3,1,0,1,0,53
0523,Customer 117,customer117@example.com,2021-12-08,1,2,1,1,3,86
0145,Customer 287,customer287@example.com,2021-12-10,2,1,3,0,3,97
0227,Customer 7,customer7@example.com,2021-12-11,2,1,2,1,2,89
0973,Customer 37,customer37@example.com,2021-12-11,2,2,2,3,0,105
0105,Customer 79,customer79@example.com,2021-12-13,2,0,2,0,3,77
0577,Customer 184,customer184@example.com,2021-12-16,2,2,1,1,3,96
0782,Customer 246,customer246@example.com,2021-12-17,1,0,3,2,3,109
0163,Customer 214,customer214@example.com,2021-12-17,2,1,2,0,1,63
0117,Customer 67,customer67@example.com,2021-12-18,0,3,2,0,0,48
0943,Customer 232,customer232@example.com,2021-12-18,2,1,0,2,1,69
0598,Customer 233,customer233@example.com,2021-12-19,3,3,1,2,0,96
0508,Customer 130,customer130@example.com,2021-12-20,2,0,0,3,3,98
0682,Customer 14,customer14@example.com,2021-12-22,2,3,3,2,0,110
0164,Customer 144,customer144@example.com,2021-12-23,1,2,0,2,1,67
0073,Customer 236,customer236@example.com,2021-12-23,1,1,2,3,2,109
0651,Customer 123,customer123@example.com,2021-12-25,1,1,0,0,3,51
0085,Customer 244,customer244@example.com,2021-12-25,1,1,1,0,2,52
0726,Customer 242,customer242@example.com,2021-12-26,2,0,3,0,3,89
0378,Customer 83,customer83@example.com,2021-12-27,2,1,3,0,0,64
0601,Customer 90,customer90@example.com,2021-12-27,1,3,2,3,2,125
0197,Customer 174,customer174@example.com,2021-12-28,3,3,2,0,3,111
0067,Customer 211,customer211@example.com,2021-12-28,0,2,0,3,3,94
0735,Customer 246,customer246@example.com,2021-12-28,3,1,2,0,0,62
0787,Customer 30,customer30@example.com,2021-12-28,1,3,2,0,2,80
0210,Customer 184,customer184@example.com,2021-12-30,1,0,0,2,0,40
0827,Customer 258,customer258@example.com,2021-12-31,2,3,3,1,0,95
0618,Customer 78,customer78@example.com,2022-01-01,1,2,0,2,1,67
0287,Customer 94,customer94@example.com,2022-01-04,3,1,1,2,2,102
0758,Customer 74,customer74@example.com,2022-01-06,3,0,0,1,1,56
0992,Customer 179,customer179@example.com,2022-01-07,1,0,1,0,2,44
0224,Customer 246,customer246@example.com,2022-01-07,3,1,1,0,0,50
0266,Customer 79,customer79@example.com,2022-01-07,1,2,2,3,3,128
0743,Customer 294,customer294@example.com,2022-01-08,0,0,1,1,2,49
0663,Customer 135,customer135@example.com,2022-01-11,1,1,2,3,2,109
0256,Customer 50,customer50@example.com,2022-01-12,1,0,1,3,0,67
0549,Customer 73,customer73@example.com,2022-01-12,3,0,1,0,0,42
0030,Customer 109,customer109@example.com,2022-01-14,2,1,0,1,2,65
0974,Customer 45,customer45@example.com,2022-01-15,3,0,1,2,3,105
0339,Customer 56,customer56@example.com,2022-01-16,1,1,0,3,2,85
0408,Customer 54,customer54@example.com,2022-01-18,0,3,2,2,3,111
0230,Customer 219,customer219@example.com,2022-01-19,3,1,2,0,0,62
0631,Customer 130,customer130@example.com,2022-01-22,0,0,1,1,1,38
0937,Customer 150,customer150@example.com,2022-01-22,1,3,3,3,3,148
0998,Customer 30,customer30@example.com,2022-01-23,1,3,2,2,1,99
0507,Customer 187,customer187@example.com,2022-01-23,2,1,2,3,2,119
0482,Customer 6,customer6@example.com,2022-01-24,3,1,0,1,3,86
0698,Customer 106,customer106@example.com,2022-01-24,3,1,2,1,0,77
0810,Customer 57,customer57@example.com,2022-01-26,3,1,2,1,2,99
0964,Customer 186,customer186@example.com,2022-01-27,3,2,2,3,1,126
0061,Customer 190,customer190@example.com,2022-01-27,1,0,2,2,3,97
0668,Customer 69,customer69@example.com,2022-01-28,1,0,2,0,3,67
0423,Customer 78,customer78@example.com,2022-01-30,3,0,3,1,0,81
0707,Customer 81,customer81@example.com,2022-01-30,3,3,0,3,3,132
0062,Customer 1,customer1@example.com,2022-02-01,2,0,2,3,1,100
0405,Customer 277,customer277@example.com,2022-02-01,3,3,0,0,3,87
0866,Customer 68,customer68@example.com,2022-02-05,0,0,0,0,0,0
0563,Customer 19,customer19@example.com,2022-02-06,3,1,0,3,1,94
0872,Customer 220,customer220@example.com,2022-02-06,3,0,2,1,2,91
0857,Customer 221,customer221@example.com,2022-02-07,1,3,0,2,3,97
0948,Customer 51,customer51@example.com,2022-02-08,1,0,3,1,0,61
0699,Customer 85,customer85@example.com,2022-02-08,3,0,3,0,3,99
0185,Customer 191,customer191@example.com,2022-02-08,0,2,0,2,3,79
0277,Customer 236,customer236@example.com,2022-02-10,2,3,0,2,1,85
0760,Customer 180,customer180@example.com,2022-02-11,2,3,1,1,0,71
0596,Customer 148,customer148@example.com,2022-02-11,2,3,0,0,0,44
0645,Customer 134,customer134@example.com,2022-02-12,3,2,3,3,1,138
0345,Customer 229,customer229@example.com,2022-02-14,0,3,2,2,0,78
0309,Customer 185,customer185@example.com,2022-02-15,2,1,1,2,1,81
0074,Customer 34,customer34@example.com,2022-02-18,1,3,2,1,3,106
0658,Customer 262,customer262@example.com,2022-02-19,3,1,3,1,2,111
0811,Customer 112,customer112@example.com,2022-02-20,3,1,2,0,2,84
0469,Customer 151,customer151@example.com,2022-02-23,3,2,3,0,2,104
0239,Customer 165,customer165@example.com,2022-02-24,0,1,2,3,3,110
0049,Customer 38,customer38@example.com,2022-02-26,2,2,1,0,0,48
0819,Customer 186,customer186@example.com,2022-02-26,3,0,1,1,2,79
0355,Customer 71,customer71@example.com,2022-02-26,1,0,1,0,0,22
0625,Customer 234,customer234@example.com,2022-03-01,0,3,1,1,1,62
0614,Customer 140,customer140@example.com,2022-03-01,2,1,3,3,1,120
0703,Customer 197,customer197@example.com,2022-03-03,0,3,0,0,2,46
0084,Customer 30,customer30@example.com,2022-03-05,2,3,3,1,2,117
0628,Customer 205,customer205@example.com,2022-03-08,1,1,0,2,3,81
0076,Customer 134,customer134@example.com,2022-03-08,2,0,3,2,0,86
0824,Customer 156,customer156@example.com,2022-03-11,2,0,0,0,3,53
0844,Customer 127,customer127@example.com,2022-03-13,1,3,2,3,1,114
0175,Customer 111,customer111@example.com,2022-03-13,0,1,1,0,2,42
0662,Customer 107,customer107@example.com,2022-03-13,0,2,1,3,3,106
0798,Customer 89,customer89@example.com,2022-03-14,1,1,0,3,3,96
0401,Customer 114,customer114@example.com,2022-03-15,1,1,1,1,2,67
0706,Customer 12,customer12@example.com,2022-03-16,1,0,0,1,3,58
0142,Customer 197,customer197@example.com,2022-03-19,3,1,0,2,1,79
0553,Customer 132,customer132@example.com,2022-03-19,3,2,3,3,0,127
0848,Customer 143,customer143@example.com,2022-03-19,1,1,3,3,1,110
0576,Customer 177,customer177@example.com,2022-03-20,2,2,0,1,2,73
0130,Customer 73,customer73@example.com,2022-03-20,1,2,1,0,3,71
0573,Customer 275,customer275@example.com,2022-03-21,0,0,3,1,0,51
0527,Customer 97,customer97@example.com,2022-03-22,0,1,1,1,0,35
0562,Customer 247,customer247@example.com,2022-03-22,3,0,3,1,2,103
0858,Customer 237,customer237@example.com,2022-03-23,0,0,0,1,1,26
0491,Customer 209,customer209@example.com,2022-03-23,1,2,0,0,0,26
0180,Customer 220,customer220@example.com,2022-03-24,1,1,0,2,3,81
0865,Customer 255,customer255@example.com,2022-03-24,1,3,0,2,2,86
0789,Customer 177,customer177@example.com,2022-03-25,3,1,0,0,3,71
0118,Customer 191,customer191@example.com,2022-03-26,1,0,3,0,3,79
0928,Customer 218,customer218@example.com,2022-03-28,3,3,2,1,3,126
0907,Customer 215,customer215@example.com,2022-03-28,2,0,3,0,2,78
0759,Customer 110,customer110@example.com,2022-03-29,2,2,2,0,3,93
0188,Customer 155,customer155@example.com,2022-03-30,2,1,2,1,0,67
0005,Customer 46,customer46@example.com,2022-03-30,2,0,3,3,0,101
0772,Customer 232,customer232@example.com,2022-03-31,0,3,0,1,1,50
0250,Customer 253,customer253@example.com,2022-04-01,1,1,0,0,3,51
0100,Customer 99,customer99@example.com,2022-04-01,2,2,0,1,1,62
0467,Customer 169,customer169@example.com,2022-04-01,1,2,1,3,2,105
0412,Customer 100,customer100@example.com,2022-04-02,3,0,2,2,0,84
0593,Customer 200,customer200@example.com,2022-04-04,3,2,0,0,0,46
0764,Customer 25,customer25@example.com,2022-04-04,0,2,3,1,0,67
0396,Customer 110,customer110@example.com,2022-04-05,0,0,1,0,0,12
0693,Customer 145,customer145@example.com,2022-04-07,3,3,2,1,2,115
0852,Customer 65,customer65@example.com,2022-04-08,2,2,3,2,3,135
0799,Customer 42,customer42@example.com,2022-04-10,2,2,2,2,2,112
0242,Customer 227,customer227@example.com,2022-04-11,2,2,1,1,3,96
0347,Customer 295,customer295@example.com,2022-04-11,3,2,1,0,1,69
0708,Customer 262,customer262@example.com,2022-04-12,1,1,2,0,2,64
0704,Customer 19,customer19@example.com,2022-04-12,1,3,1,3,2,113
0385,Customer 126,customer126@example.com,2022-04-13,2,0,1,3,3,110
0700,Customer 214,customer214@example.com,2022-04-13,2,2,0,0,3,69
0193,Customer 215,customer215@example.com,2022-04-14,0,1,1,2,3,83
0675,Customer 17,customer17@example.com,2022-04-14,0,1,3,0,0,44
0059,Customer 237,customer237@example.com,2022-04-16,0,3,0,3,3,102
